,full_text,weekday,month,day,hour,has_hashtag,has_url,like_count,is_reply,retweet_count,followers,following,user,screen_name
112,RT @Bennett_Sam: This is a massive boost for #Remainers tactical voting from #Greens and #CUK supporter for @WelshLibDems can see half the…,Thu,May,23,14,1,0,0,0,26,113,481,Wrexham Lib Dems,wxmcslibdems
113,"In this penultimate episode of #ALDE Campaign News, we recap the events to come and share an important message: go vote this week! You can watch the episode on our #Youtube channel: https://t.co/h91W2v4SDh #RenewEurope #EUelections2019 https://t.co/vChmUXbGdB",Thu,May,23,14,1,1,6,0,1,57080,1584,ALDE Party,ALDEParty
114,"RT @MattHanley: Good luck and solidarity to all candidates and activists from @TheGreenParty, @scotgp and @europeangreens across Europe thi…",Thu,May,23,14,0,0,0,0,2,205,305,Jan Tobias Muehlberg,jtmuehlberg
115,"RT @AnonsWorldwide: #Europawahl2019 #EP2019 #EUElections2019 #EU Don't vote for parties who used #Copyright excuse, made deals with America…",Thu,May,23,14,1,0,0,0,17,9,137,Beardmurmur,Beardmurmur
116,@TimmermansEU A vote for #Timmermans means a vote for #Gazprom via #German #SPD #NordStream2 #Putins$$ Gas. #EuropeanElections2019 vote #Greens #Europe,Thu,May,23,14,1,0,0,1,1,1150,1048,Mark 🇪🇺,StopNS2
117,"RT @bill_ravotti: https://t.co/OnDCHEwroX
#Juncker #EPP reveal true beliefs 👉 “These populist, nationalists, stupid nationalists, they are…",Thu,May,23,13,1,1,0,0,11,2772,2796,margieb,margieblondon
118,"RT @AnonsWorldwide: #EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-comme…",Thu,May,23,13,1,0,0,0,24,1248,988,Jo Ozymadias,Jo_Ozymandias
119,RT @AnonsWorldwide: @Ian56789 #SocialDemocrats #SD (S&amp;D) who want European army voted for censorship &amp; mass surveillance #copyrightdirectiv…,Thu,May,23,13,1,0,0,0,4,1248,988,Jo Ozymadias,Jo_Ozymandias
120,"RT @AnonsWorldwide: #EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-comme…",Thu,May,23,13,1,0,0,0,24,57,679,baim KLA-X,BaimKertawijaya
121,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,13,1,0,0,0,19,547,917,Eamonn Charles Ward,EamonnCharlesWa
122,"RT @milann_sk: #Orban paradox in #EP2019: 
- too much confrontation makes his gov much weaker in #Brussels; 
- #EPP suspension: he overplay…",Thu,May,23,12,1,0,0,0,2,3915,1076,Milan Nic,milann_sk
123,"RT @sambaliverbird: Please, please use your vote today. Vote for a clearly pro-Remain party - namely the #LibDems or #Greens. This isnt jus…",Thu,May,23,12,1,0,0,0,2,912,1750,DJ G.Guzman (DJ RY),latrevolution
124,"RT @AnonsWorldwide: @TheProgressives No way. @katarinabarley says she wants an EU army https://t.co/Pcmo3lcrpv Besides, you &amp; your allies #…",Thu,May,23,12,0,1,0,0,7,1248,988,Jo Ozymadias,Jo_Ozymandias
125,"Please, please use your vote today. Vote for a clearly pro-Remain party - namely the #LibDems or #Greens. This isnt just about Brexit. It's about stopping Farage, the ultra-right &amp; the wave of populism sweeping our country. Needs to be nipped in the bud now. #EUElections2019",Thu,May,23,12,1,0,13,0,2,1600,1470,Ms Joanne Johnson,sambaliverbird
126,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,12,1,0,0,0,17,5033,3988,Eric D,DalbidEU
127,"RT @AnonsWorldwide: #EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-comme…",Thu,May,23,12,1,0,0,0,24,980,1105,vince,vinny2033
128,"RT @AnonsWorldwide: #EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-comme…",Thu,May,23,12,1,0,0,0,24,70,77,Scorp125,Scorp122
129,"#EP2019:  #Brexit carries the day in #UK bc while out-voters choose #BrexitParty_UK, in-voters are split bw #LibDems, #Labour, #ChangeUK, #Greens, #SNP. Not sure how to interpret the intentions of the 7% who are forecast to vote #ConservativeParty. https://t.co/bNEppJVD38",Thu,May,23,12,1,0,1,0,0,287,1349,András Radnóti,radnotiandras
130,"Latest UK EU Election Projection:
#Brexit 30 seats
#Labour 15 seats
#LibDems 11 seats
#Conservatives 7 seats
#SNP 3 seats
#Greens 3 seats
#PlaidCymru 1 seat
#ChangeUK 0 seats
#UKIP 0 seats
OTHERS 3 seats

https://t.co/ThJFFRniWb

#uk #ukpolitics #EP2019 #politics #projection",Thu,May,23,12,1,1,1,0,0,55,10,Visualized Politics,VisualizedPoli
131,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,12,1,0,0,0,19,2324,1026,Marcus Grant,MarcusxGrant
132,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,12,1,0,0,0,19,542,613,Jude Brew English,judebrew
133,"RT @AnonsWorldwide: @TheProgressives No way. @katarinabarley says she wants an EU army https://t.co/Pcmo3lcrpv Besides, you &amp; your allies #…",Thu,May,23,12,0,1,0,0,7,847,1535,Wietze Brandsma,wabrandsma
134,RT @AnonsWorldwide: @Ian56789 #SocialDemocrats #SD (S&amp;D) who want European army voted for censorship &amp; mass surveillance #copyrightdirectiv…,Thu,May,23,12,1,0,0,0,4,1343,1533,STOP ACTA 2,IDontEvenKnow42
135,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,12,1,0,0,0,19,2824,2398,Peter Garbutt,PeterG4NES2019
136,"RT @AnonsWorldwide: @TheProgressives No way. @katarinabarley says she wants an EU army https://t.co/Pcmo3lcrpv Besides, you &amp; your allies #…",Thu,May,23,12,0,1,0,0,7,10838,11756,Anonymous Worldwide,AnonsWorldwide
137,"@TheProgressives No way. @katarinabarley says she wants an EU army https://t.co/Pcmo3lcrpv Besides, you &amp; your allies #EPP #ALDE passed #copyrightdirective. #uploadfilters scan all Europeans online activities, by American big tech too. Your ally ALDE gets paid by #Bayer #Monsanto #EUelections2019 https://t.co/EH6ZJTdgs0",Thu,May,23,12,1,1,6,1,7,10838,11756,Anonymous Worldwide,AnonsWorldwide
138,"RT @bill_ravotti: #Rutte was not concerned w-victims; instead, worried about the “image this creates”, adding “You want support for the rec…",Thu,May,23,12,1,0,0,0,7,779,101,Marc Augier,Progretario
139,"#Rutte was not concerned w-victims; instead, worried about the “image this creates”, adding “You want support for the reception of real refugees.” Disgraceful.
Rutte should resign but that would be too much to ask from a typical Verhofstadt-#ALDE hypocrite.
#EUElections https://t.co/IHAcU4gRUm",Thu,May,23,12,1,1,9,0,7,13674,11779,V4 Report,bill_ravotti
140,RT @AnonsWorldwide: @Ian56789 #SocialDemocrats #SD (S&amp;D) who want European army voted for censorship &amp; mass surveillance #copyrightdirectiv…,Thu,May,23,12,1,0,0,0,4,246,423,flatEarthIsNonsense,NonsenseFlat
141,"RT @AnonsWorldwide: #EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-comme…",Thu,May,23,12,1,0,0,0,24,853,1581,ZwitscherBücher,PiratenBuecher
142,"RT @AnonsWorldwide: #EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-comme…",Thu,May,23,12,1,0,0,0,24,1180,1974,"zoobab ""NO Software Patents""",zoobab
143,RT @news_rapha: To all #Twitter followers: if you want to see who in Germany since 2 days is attacking Merkel's conservative #CDU: It's a y…,Thu,May,23,12,1,0,0,0,3,648,1025,Roland Joebstl,JoebstlR
144,"RT @AnonsWorldwide: #EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-comme…",Thu,May,23,12,1,0,0,0,24,847,1535,Wietze Brandsma,wabrandsma
145,"https://t.co/XTJflnoptP
Dutch scandal grows over cover-up of serious crimes committed by migrants. #Rutte, another #ALDE hypocrite, should be next to fall after migration minister resigns and department 'downplays murders and sex attacks carried out by asylum seekers’.
#EP2019 https://t.co/3x4US0Q637",Thu,May,23,12,1,1,7,0,17,13674,11779,V4 Report,bill_ravotti
146,"RT @AnonsWorldwide: #EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-comme…",Thu,May,23,12,1,0,0,0,24,10838,11756,Anonymous Worldwide,AnonsWorldwide
147,RT @AnonsWorldwide: @Ian56789 #SocialDemocrats #SD (S&amp;D) who want European army voted for censorship &amp; mass surveillance #copyrightdirectiv…,Thu,May,23,12,1,0,0,0,4,10838,11756,Anonymous Worldwide,AnonsWorldwide
148,"#EPP #SD #ALDE passed #copyrightdirective censorship &amp; surveillance law violating several existing laws:

- The e-commerce directive forbids general monitoring.

#uploadfilters scan all Europeans online activities, by American big tech 

#ThisTimeImVoting #EUelections2019 #EP2019 https://t.co/8Yyduc0lx0",Thu,May,23,12,1,0,28,0,24,10838,11756,Anonymous Worldwide,AnonsWorldwide
149,"https://t.co/OnDCHEwroX
#Juncker #EPP reveal true beliefs 👉 “These populist, nationalists, stupid nationalists, they are in love with their own countries.”
Wow, the typical mentality of the Eurocrat, who despise the traditions &amp; culture of the European nation state.
#EUElections https://t.co/MPUG7AurEj",Thu,May,23,11,1,1,14,0,11,13674,11779,V4 Report,bill_ravotti
150,"RT @MattHanley: Good luck and solidarity to all candidates and activists from @TheGreenParty, @scotgp and @europeangreens across Europe thi…",Thu,May,23,11,0,0,0,0,2,1643,1829,Green New Deal,Green_NewDealUK
151,"@Ian56789 #SocialDemocrats #SD (S&amp;D) who want European army voted for censorship &amp; mass surveillance #copyrightdirective, with their allies #EPP and #ALDE, both want an EU secret service https://t.co/Pcmo3lcrpv #thistimeimvoting #EUelections2019 #EP2019 https://t.co/1xrZJktbIq",Thu,May,23,11,1,1,5,1,4,10838,11756,Anonymous Worldwide,AnonsWorldwide
152,"Good luck and solidarity to all candidates and activists from @TheGreenParty, @scotgp and @europeangreens across Europe this week. Just imagine an EU run by #Greens and #Socialists! #greenwave @Green_NewDealUK #EuropeanElections2019 #EUelections2019 #votegreen2019 https://t.co/exwhutJkl3",Thu,May,23,11,1,0,6,0,2,935,1401,Quartermaster Hanley,MattHanley
153,"RT @milann_sk: #Orban paradox in #EP2019: 
- too much confrontation makes his gov much weaker in #Brussels; 
- #EPP suspension: he overplay…",Thu,May,23,11,1,0,0,0,2,13847,7780,Gergely Polner,eurocrat
154,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,11,1,0,0,0,17,175,127,Innit!! 🐉 🕉 🧸 ☮️ 🌱  #FBPE,hexenbeest
155,Off to vote #Greens 4 #EUElections - great overview here https://t.co/p586cDzXUQ,Thu,May,23,11,1,1,0,0,0,333,723,Melissa Shinn,GreenVocacy
156,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,11,1,0,0,0,17,9100,9030,Ed of WF 🔶 #remainerzealot #FBPE,libdemEdRhymist
157,#Labour #Greens lets combine our votes and beat #Brexit by voting ☑ #Libdems in this #EUelections2019 to #StopBrexit https://t.co/gEO6ntzkuj,Thu,May,23,11,1,1,1,0,0,188,347,Richard🔶️Smith🇬🇧🇪🇺,Richardjlsmirh6
158,RT @AnonsWorldwide: @EU_Commission #Democracy means representing citizens who elected you to get there. #Copyrightdirective you made &amp; pass…,Thu,May,23,11,1,0,0,0,2,70,77,Scorp125,Scorp122
159,RT @AnonsWorldwide: @CDU @ManfredWeber @CSU @EPP @EPinDeutschland #CDU as part of #EPP want to create a #EU secret service. It's the main p…,Thu,May,23,11,1,0,0,0,4,70,77,Scorp125,Scorp122
160,"RT @Cobradabest: Tweeting everyday until the #EUelections2019 Day #4: Vote out the #EPP, #SD and #ALDE in #EP2019 to make sure this doesn't…",Thu,May,23,11,1,0,0,0,7,70,77,Scorp125,Scorp122
161,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,10,1,0,0,0,17,153,192,Matty Mcd #FBPE #ABTV No ££,MattyMcd3
162,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,10,1,0,0,0,19,3407,4113,BobIrving #FBPE #NHSlove #MVM,bobirving_green
163,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,10,1,0,0,0,19,2516,2547,Brent Green Party,BrentGreens
164,😂 more gravy please... #EuropeanElections2019 #LE2019 #EPP #MEP https://t.co/GgAsdcUPtq,Thu,May,23,10,1,1,0,0,0,950,1334,Nagger,half__ro
165,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,10,1,0,0,0,19,57501,1514,🚀MΛG!D,MagicMagid
166,RT @AnonsWorldwide: @CDU @ManfredWeber @CSU @EPP @EPinDeutschland #CDU as part of #EPP want to create a #EU secret service. It's the main p…,Thu,May,23,10,1,0,0,0,4,343,486,The VAMPIRE DRAGON,DefangedDevelon
167,RT @AnonsWorldwide: @CDU @ManfredWeber @CSU @EPP @EPinDeutschland #CDU as part of #EPP want to create a #EU secret service. It's the main p…,Thu,May,23,10,1,0,0,0,4,10838,11756,Anonymous Worldwide,AnonsWorldwide
168,@CDU @ManfredWeber @CSU @EPP @EPinDeutschland #CDU as part of #EPP want to create a #EU secret service. It's the main party in alliance with #SocialDemocrats #SD &amp; progressive #ALDE passing censorship &amp; surveillance laws #copyrightdirective #terreg. ALDE get paid by #Bayer #Monsanto #EUelections2019 #EP2019 #thistimeimvoting,Thu,May,23,10,1,0,2,1,4,10838,11756,Anonymous Worldwide,AnonsWorldwide
169,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,10,1,0,0,0,17,152,96,Kat,knight1228
170,"Saying no to hatred and division. For a better future, vote for a remain party today...
#EUelections2019 #StopBrexit #AntiFascist #RevokeArticle50 #alde #LibDems https://t.co/xsHePdASGB",Thu,May,23,10,1,0,2,0,1,4819,5141,Michael Gollop 🇪🇺 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🔶️,MichaelJGollop
171,RT @EuroBabble: Is @vestager going to move #europe forward? #ALDE #EuropeanElections2019 #ThisTimeImVoting #EuropeanParliament #Spitzenkand…,Thu,May,23,10,1,0,0,0,2,146,233,EFF European Future Forum,EuropeanFutureF
172,"RT @EuroBabble: Our next analysis for the #EuropeanElections deals with the #ECR and their programme for #Europe.
What exactly does #subsid…",Thu,May,23,10,1,0,0,0,4,146,233,EFF European Future Forum,EuropeanFutureF
173,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,10,1,0,0,0,19,650,410,Nicholas Hancock,onenickhancock
174,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,10,1,0,0,0,17,980,1462,Weekend Warrior,TerryExplores
175,"RT @Cobradabest: Tweeting everyday until the #EUelections2019 Day #4: Vote out the #EPP, #SD and #ALDE in #EP2019 to make sure this doesn't…",Thu,May,23,10,1,0,0,0,7,10838,11756,Anonymous Worldwide,AnonsWorldwide
176,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,10,1,0,0,0,17,269,518,Ros Griffiths,MadAffiliate
177,"Tweeting everyday until the #EUelections2019 Day #4: Vote out the #EPP, #SD and #ALDE in #EP2019 to make sure this doesn't happen! #VoteThemOut

Check your candidates, what factions they are in, how they voted on the #CopyrightDirective and #TERREG. #SaveYourInternet #stopACTA2 https://t.co/n7dWvAFYBJ",Thu,May,23,10,1,1,8,0,7,160,759,Cobra! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇮🇹 🇮🇪 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Cobradabest
178,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,10,1,0,0,0,19,2311,1308,Yorkshire & the Humber Green Party,YHGreenParty
179,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,10,1,0,0,0,19,4219,4646,Jules itsamadworld #FBPE 🇪🇺🇬🇧🇫🇷 #The5Million,Julesmadworld
180,"RT @KalkaOsman: About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope…",Thu,May,23,9,1,0,0,0,19,256632,13827,The Green Party,TheGreenParty
181,"About to vote for our brilliant #Greens for my fellow ex-ward cllr @MagicMagid 💚💚💚
#VoteMAGID #EUelections2019 #ChooseHope @YHGreenParty https://t.co/mX2eZQtZHp",Thu,May,23,9,1,0,84,0,19,2238,1236,Cllr Kaltum Osman Rivers,KalkaOsman
182,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,9,1,0,0,0,17,766,3753,ANGRY TOAD,AngryGrumpyToad
183,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,9,1,0,0,0,17,58185,4188,A C Grayling #FBPE #PeoplesVote &/or #Revoke50,acgrayling
184,@WomaninHavana @LPrivileged At this time of national crisis: The #Tories are engaged in a leadership election (Party before People) #Labour are engaged in Mañana (Party before People and People before Party). #LibDems #Greens #PlaidCymru #SNP engaged in #EUElections (Reality) - Get out and vote today!,Thu,May,23,9,1,0,1,1,0,5033,3988,Eric D,DalbidEU
185,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,9,1,0,0,0,17,1234,2494,Simon Ashworth,DrSimonAshworth
186,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,9,1,0,0,0,17,1104,2108,Sue Dunn 🇪🇺#FBPE#IamEUROPEAN#PeoplesVote🔶,sueanned01
187,RT @DalbidEU: @mrjamesob @g_m_hodgson At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Thu,May,23,8,1,0,0,0,17,1814,2548,Stephen Parker #FBPE #RevokeArticle50 #700k #B2B,Stephen3Parker
188,"One for the #socialists:

#IVotedLabour

#EuropeanElections2019 #ElectionDay #EUelections2019 #ForTheMany @Oxford_Labour @AnnelieseDodds @jeremycorbyn",Thu,May,23,8,1,0,2,0,0,30,76,Simon 🌱,Simon918GTTO
189,"@jackthorne I'm voting Greens in #Finland. Because the #European #Greens fight for #feminism, social justice, human rights and no other political force is so committed to act now for #climate. 💚🌍🇪🇺 #EUelection #EUelections2019 #EUvaalit2019 #feminismi #vihreät",Thu,May,23,8,1,0,2,1,1,423,1141,Oskar Hartman,0skarhartman
